station,city,code
江所田,罗平县,578
芦沟,淮南市,365
羊者窝,罗平县,578
中寨,漳州市,1132
新安,新安,977
长坡岭,贵港市,279
秧草地,七星关区,691
陆良,离石区,505
宜耐,豊川市,509
西街口,昆明市,487
茂舍祖,来宾市,490
石林,石林彝族自治县,795
石林南,石林彝族自治县,795
班猫箐,庆阳市,722
宜良北,昆明市,487
乐善村,西丰县,931
永丰营,昆明市,487
施家嘴,定西市,158
七甸,成华区,88
广南卫,昆明市,487
王家营西,昆明市,487
通安驿,定西市,158
李家坪,榆中县,1093
甘草店,榆中县,1093
许家台,唐山市,841
夏官营,城关区,92
兰州东,定西市,158
张家川,清水县,717
清水县,麦积区,593
南河川,麦积区,593
三阳川,麦积区,593
渭南镇,麦积区,593
新阳镇,甘谷县,245
磐安镇,天水市,852
洛门,天水市,852
武山,西吉县,936
贺家店,天水市,852
鸳鸯镇,西固城街道,933
陈官营,邢台市,996
西固城,张家口市,1128
坡底下,西固区,934
河口南,邢台市,996
龙泉寺,武威市,921
打柴沟,凉山彝族自治州,528
龙沟,武威市,921
古浪,武威市,921
黄羊镇,余市郡,1087
玉石,永登县,1070
芨岭,福州市,228
平原堡,六安市,558
许三湾,娄底市,571
干塘,沙坡头区,755
营盘水,延庆县,1022
长城,景泰县,461
兴泉堡,白银区,31
红岘台,白银区,31
红砂岘,定西市,158
朱家窑,皋兰县,251
丰水村,皋兰县,251
皋兰,杭州市,301
邵家堂,邵家堂,779
水源,银川市,1058
黄羊滩,永宁县,1076
大坝,中宁县,1167
黄羊湾,潍坊市,890
宣和,中宁县,1167
大战场,中宁县,1167
中宁南,柳州市,557
长农,南昌市,627
艾家村,丘北县,724
石坝,合肥市,305
同心,吴忠市,910
王团庄,南溪区,642
土桥子,来宾市,490
李旺,海原县,292
韩府湾,扶沟县,218
七营,七营,693
褚家湾,三鷹市,750
三营,舒兰市,803
二营,康县,476
沈家河,原州区,1108
固原,宁德市,653
彭阳,泾源县,455
六盘山,泾源县,455
三关口,新竹縣,993
新李,川上郡,108
泾川,葵青區,486
长庆桥,白银区,31
白银市,北見市,50
吴家川,靖远县,462
靖远西,靖远县,462
靖远,莞城街道,267
东湾,巴南区,21
长征,中卫市,1170
沙坡头,武威市,921
谭家井,武威市,921
黑冲滩,宾县,63
土门子,苗栗縣,614
园墩,武威市,921
上腰墩,黔西县,706
绿化,合肥市,305
桥西,章丘区,1130
狼尾山,张掖市,1129
镜铁山,石嘴山市,801
汝箕沟,石嘴山市,801
白芨沟,石嘴山市,801
呼鲁斯太,呼鲁斯太,344
大磴沟,遵义市,1189
大武口,江口县,428
平罗,滴道区,153
暖泉,银川市,1058
灵武,新竹縣,993
宁东,新竹縣,993
宁东南,吴忠市,910
盐池,遵义市,1189
太阳山,遵义市,1189
红寺堡,吴忠市,910
中宁东,中宁县,1167
柳家庄,青岛市,713
低窝铺,玉门市,1100
疏勒河,安康市,10
柳沟,泰安市,836
桥湾,北京市,51
阿克陶,阿克陶县,4
金银川,柯坪县,477
马兰,马兰,588
息县,信阳市,994
罗山,新竹縣,993
淮滨,淮南市,365
光山,鹿児島市,574
新县,新县,989
礼泉,茌平县,99
乾县,赣县区,247
永寿,眉山市,597
彬州,咸阳市,957
长武,黒部市,328
孝南,晋城市,450
孝西,温岭市,895
白壁关,孝义市,973
兑镇,孝义市,973
阳泉曲,孝义市,973
灵丘,大同市,133
平型关,大同市,133
东淤地,繁峙县,197
东庄,合肥市,305
大营,安顺市,13
五台山,五台县,913
繁峙,繁峙县居民办事处,198
下社,漳州市,1132
代县,代县,140
阳明堡,代县,140
枣林,蜀山区,805
神池,亀岡市,277
五寨,丽水市,520
安塘,柏原市,33
秦家庄,临沂市,549
岢岚,岢岚县,478
定襄,南七街道,639
河边,忻州市,976
华蓥,广安市,270
高碑店,保定市,43
汤阴,常州市,82
临城,南明区,636
亳州,亳州市,70
武夷山,南平市,638
建阳,简阳市,415
建瓯,南平市,638
延平东,南平市,638
古田,古田县,261
偃师,燕市,1032
乐平市,江门市,429
万年,南通市,640
东乡,抚州市,231
泰和,邻水县,539
定南,安顺市,13
和平,和平街道,310
祁门,黄山市,375
资溪,抚州市,231
光泽,南平市,638
邵武,南平市,638
顺昌,南平市,638
烟筒屯,杜尔伯特蒙古族自治县,183
银浪,西宾街道办事处,926
林源,林源镇,544
新华屯,桦甸市,359
立志,榕江县,733
太阳升,南宁市,637
新肇,相馬市,959
大安北,大安市,119
乾安,松原市,821
卢龙,秦皇岛市,709
迁安,唐山市,841
嘉善,嘉善县,407
晏城,盐城市,1026
淮南,淮南市,365
义马,义马市,1054
萧县,宿州市,1004
涡阳,毫州市,302
张家界西,永定区,1071
桑植,桑植县,752
龙山北,赣州市,248
湘乡,湘乡市,961
乐昌,韶关市,778
确山,驻马店市,1178
西平,绵阳市,613
都昌,九江市,465
鄱阳,郾城区,1030
丰城南,宜春市,1050
庐江,合肥市,305
桐城,安庆市,12
安庆西,安庆市,12
天柱山,吉野郡,394
太湖,安庆市,12
信丰,赣州市,248
深圳东,深圳市,784
宿松,安庆市,12
三河县,廊坊市,496
武义,武汉市,917
永康,臺南市,832
缙云,北碚区,47
温州,鹿城区,573
龙南,陇南市,570
向塘,响塘乡,966
樟树东,宜春市,1050
新干,来宾市,490
武当山,丹江口市,142
黄石,黄石市,376
深圳西,深圳市,784
新安县,洛阳市,582
阜南,花蓮縣,352
麻尾,苗族自治州,615
南丹,南丹市,629
都匀,都匀市,182
黄村,黄村街道,369
进贤,南昌市,627
宁国,宣城市,1012
唐河,保定市,43
桐柏,南阳市,643
渑池,加西市,402
卫辉,卫辉市,892
陇南,陇南市,570
哈达铺,宕昌县,145
白河县,安康市,10
始兴,韶关市,778
源潭,南阳市,643
贵溪,鹰潭市,1063
横峰,上饶市,775
杨柳青,西青区,940
朝阳镇,信州区,995
磐石,磐石市,662
明城,合肥市,305
长葛,长葛市,1136
临颍,漯河市,583
化州,茂名市,596
茂名西,茂名市,596
佛山,佛山市,217
永定,永定区,1071
风陵渡,芮城县,737
商洛,商洛市,769
应城,应城市,1067
舒城,佛山市,217
白河东,白鹤洞街道,27
晋州,古塔区,260
西乡,静宁县,464
关林,館林市,268
济源,济源市,399
月山,西村山郡,929
经棚,克什克腾旗,481
旬阳北,安康市,10
西安南,西安市,925
夏邑县,夏邑县,949
耒阳,蔡子池街道,72
丹凤,商洛市,769
商南,河池市,316
鹿寨,阜阳市,234
烟筒山,新宾满族自治县,979
草市,赣州市,248
庆安,绵阳市,613
铁力,桃山林业局,844
朗乡,河池市,316
带岭,带岭街道,141
石泉县,石泉县,798
万州,川上郡,108
汨罗,汨罗市,610
梁平,钦州市,707
开江,德阳市,150
阳春,阳江市,1036
藁城,大分市,123
固镇,河津市,317
镇安,屏東縣,678
周口,川汇区,106
德兴东,上饶市,775
开化,江门市,429
常山,豊川市,509
西丰,庆阳市,722
东丰,东凤镇,165
柳河,沈阳市,788
三源浦,柳河县,555
衡山,南岳,644
临湘,临湘市,548
龙市,河池市,316
岷县,定西市,158
雷州,雷州市,502
徐闻,湛江市,1127
海口,海口市,288
太和北,苗栗縣,614
界首市,阜阳市,234
沈丘,沈丘县,787
项城,项城市,968
峡江,福民乡,225
汉寿,常德市,80
息烽,庆阳市,722
坪石,江门市,429
渭源,名古屋市,617
海门,南通市,640
达拉特西,展旦召苏木乡,1126
东胜西,装备制造基地,1180
桃源,桃園市,845
融安,柳州市,557
元氏,广安市,270
遂平,驻马店市,1178
官厅,长春市,1134
柞水,商洛市,769
罗城,平乐县,668
融水,融水县,734
三江县,柳州市,557
牙屯堡,通道侗族自治县,859
揭阳南,揭阳市,437
蔡家沟,青岛市,713
蜀河,安康市,10
漳县,定西市,158
彭泽,九江市,465
临澧,河池市,316
独山,杭州市,301
牛庄,海城市,286
新开,南通市,640
龙江,佛山市,217
双丰,双峰县,807
桃山,京都市,454
神树,铁力市,857
双鸭山,宝清县,40
宜城,襄阳市,963
枝城,孟州市,604
松滋,松滋市,822
兰棱,哈尔滨市,283
山城镇,漳州市,1132
南杂木,清原满族自治县,719
王岗,盐城市,1026
广水,广水市,272
花园,南通市,640
孝感,孝感市,971
界山,三養基郡,749
小河镇,赣州市,248
郯城,临沂市,549
路口铺,云溪区,1119
巴中,巴中市,23
平昌,施秉县,789
石梯,达川区,116
灵璧,乐陵市,499
泗县,宿州市,1004
洋河,岫岩满族自治县,1006
启东,南通市,640
三家店,石景山区,794
高林屯,天等县,847
东至,池州市,98
册亨,册亨县,74
五家,南通市,640
新邱,新邱区,986
阿金,相模原市,960
子洲,榆林市,1091
南木,南部县,625
尼勒克,尼勒克县,649
乌苏,哈图布呼镇,285
玛纳斯,玛纳斯县,592
泡子,普兰店区,687
东营南,东营市,175
黄梅,黄梅县,372
北流,北流市,53
富川,富川,235
双牌,北區,54
西乌旗,锡林郭勒盟,944
白音华南,乌兰察布市,903
珠斯花,达来胡硕苏木,117
霍林郭勒,莫斯台街道办,620
阿尔山,阿尔山市,2
成吉思汗,呼伦贝尔市,345
吉新河,繁荣街道办事处,196
鲁河,汕尾市,766
宝泉岭,鹤岗市,326
鹤北,鹤岗市,326
互助,四平市,815
七台河,七台河市,690
喀喇其,经棚镇,456
克一河,呼伦贝尔市,345
甘河,咸阳市,957
吉文,呼伦贝尔市,345
阿里河,呼伦贝尔市,345
沙园,沙园街道,757
亚布力南,哈尔滨市,283
秦家,灵川县,552
望江,城固县,91
圣浪,铁力市,857
红旗营,昂昂溪区,16
洪河,肇州县,1153
前锋,泉州市,728
东二道河,延庆县,1022
寒葱沟,抚远市,230
抚远,抚远市,230
万乐,万乐,878
里木店,里木店镇,508
尚家,柳州市,557
羊草,泾源县,455
高台子,临沂市,549
姜家,烟台市,1019
哈达阳,呼伦贝尔市,345
弯道,大島支庁,121
鹤山,鹤山市,327
松青,带岭街道,141
同江,同江市,865
半截河,通州区,864
新彦,南通市,640
双柳,营山县,1066
宝清,富顺县,241
新松浦,哈尔滨市,283
倭肯,七台河市,690
石头,洛川县,581
兰岗,宁安市,652
马莲河,庆阳市,722
斗沟子,永吉县,1073
温春,西安区,924
公营子,朝阳市,85
小东,山県市,760
松树,西丰县,931
高山子,盘锦市,661
绕阳河,沈阳市,788
大红旗,沈阳市,788
兴隆店,新北街道,978
东辛庄,富山市,239
口前,山阴县,763
松江镇,衡阳市,333
和龙,和龙市,309
龙井,龙井市,564
林盛堡,沈阳市,788
驼腰岭,柳河县,555
深井子,沈阳市,788
双河镇,六安市,558
歪头山,泰安市,836
石岭,宿迁市,1003
白泉,兰陵,494
扎鲁特,乌额格其牧场,901
白音胡硕,兴安盟,997
西哲里木,兴安盟,997
索伦,兴安盟,997
五叉沟,臺南市,832
德伯斯,兴安盟,997
沙岭子西,青岛市,713
额济纳,阿拉善盟,6
新贤城,聊城市,536
二道沙河,邢台市,996
濮阳,濮阳市,684
天门,天门市,849
神木,神木市,786
锦界,江门市,429
三花石,西乡县,942
霍邱,六安市,558
颍上,梅州市,599
歙县,歙县,946
建湖,龙岩市,567
余江,贵港市,279
三水,遵义市,1189
高州,茂名市,596
信宜,徐州市,1009
宁乡,宁乡市,658
德保,百色市,32
靖西,百色市,32
博白,博白县,71
朱石寨,清远市,720
星朗,嘉禾县,405
峰洞,峰洞,211
打羊,三明市,745
学庄,兰陵,494
甲猫,加茂市,401
织金,织金县,1164
纳雍,织金县,1164
普定,安顺市,13
渡市,柳州市,557
三汇镇,渠县,725
鹤庆,镇赉县,1158
霍城,霍城县,384
达坂城,大阪市,120
克拉玛依,克拉玛依市,480
和什托洛盖,和什托洛盖镇,313
福海,江安县,424
北屯市,北屯市,56
阿勒泰,团结路街道,875
通海,南通市,640
曲江,杭州市,301
建水,安庆市,12
蒙自,蒙自市,603
屏边,屏边县,677
河口北,河口瑶族自治县,318
塔城,和平街道,310
额敏,额玛勒郭楞蒙古民族乡,189
铁厂沟,乌鲁木齐市,905
德令哈,河西街道,319
格尔木,格尔木市,257
那曲,那曲市,623
拉萨,拉萨市,489
香港红磡,油尖旺區,1082
安多,那曲市,623
三亚,三亚市,748
当雄,拉萨市,489
元谋,元谋县,1104
曹妃甸东,唐山市,841
曹妃甸港,唐山市,841
二道沟,朝阳区,84
保健,豊田市,513
兴和,六安市,558
好鲁库,锡林郭勒盟,944
马架子,新宾满族自治县,979
下坑子,苗栗縣,614
上店,宝鸡市,39
六地沟,克什克腾旗,481
嘎拉德斯汰,克什克腾旗,481
宇宙地,克什克腾旗,481
温都和硕,林西县,543
平顶庙,林西县,543
宝木吐,巴林右旗,20
衙门庙,林东镇,541
福兴地,天山口镇,851
沙日乃,通辽市,862
金家店,金州区,445
福巨,通辽市,862
哲里木,弘前市,334
桐梓东,嘉禾县,405
綦江东,綦江区,696
珞璜南,江津区,426
遵义南,遵义市,1189
